Map Name,Personal Best,Rank,Bonus,Date,Start Speed
surf_hotwheels,00:54.0352,1,8,2020-01-10 18:18:22,-1 u/s
surf_hunty,00:05.8477,27,1,2020-07-21 05:55:12,400 u/s
surf_iceworld,00:14.6250,4,1,2019-09-30 23:03:03,510 u/s
surf_illumination,00:11.2617,5,2,2020-11-16 12:22:01,-1 u/s
surf_illumination,00:08.4141,4,3,2020-11-16 12:51:00,-1 u/s
surf_illumination,00:17.8242,24,4,2019-10-27 17:57:58,-1 u/s
surf_illumination,00:06.6563,7,5,2020-11-16 12:08:32,-1 u/s
surf_illusion,00:25.7461,15,1,2021-04-27 07:05:19,514 u/s
surf_illusion,00:17.6836,2,2,2021-04-29 11:37:08,504 u/s
surf_ing_njv,00:14.5781,32,1,2020-10-15 08:12:37,511 u/s
surf_ing_njv,00:13.3477,19,2,2020-10-15 08:16:10,511 u/s
surf_innokia,00:12.0352,17,1,2019-02-24 16:08:36,631 u/s
surf_izded,00:09.6328,61,1,2018-06-24 15:33:29,483 u/s
surf_izded,00:09.2930,68,2,2018-06-24 15:34:31,483 u/s
surf_izded,00:19.7344,31,3,2018-06-24 15:37:04,483 u/s
surf_jaqen,00:13.4414,3,2,2018-01-17 16:55:42,-1 u/s
surf_jaqen,00:09.9609,23,3,2018-01-17 17:02:38,-1 u/s
surf_jenocide,00:09.3633,3,1,2018-10-17 17:21:04,606 u/s
surf_jive,00:16.3828,7,1,2023-03-15 19:19:48,507 u/s
surf_jive,00:15.1172,14,2,2023-03-15 19:27:56,507 u/s
surf_jumble_v2,00:09.8672,9,1,2019-09-19 00:07:58,499 u/s
surf_jumble_v2,00:09.9727,10,2,2019-09-18 22:20:11,496 u/s
surf_jumble_v2,00:12.7500,6,3,2019-09-18 22:30:18,496 u/s
surf_jumble_v2,00:30.4922,1,4,2022-04-09 20:31:02,511 u/s
surf_juturna,00:14.3438,275,1,2018-02-08 19:01:41,418 u/s
surf_kaboom,00:12.9844,3,1,2017-12-25 16:25:24,493 u/s
surf_kairo,00:29.4727,29,1,2018-10-04 21:41:55,493 u/s
surf_kairo,00:16.7344,43,2,2018-10-04 21:46:18,493 u/s
surf_kairo,00:20.6953,29,3,2018-10-04 21:50:47,493 u/s
surf_kairo,00:18.4453,32,4,2018-10-04 21:35:07,481 u/s
surf_kairo,00:29.4375,8,5,2018-10-04 22:32:19,493 u/s
surf_kairo,00:22.6875,12,6,2018-10-04 22:50:01,493 u/s
surf_kimetrik,00:12.6680,11,1,2021-05-30 12:44:55,492 u/s
surf_kimetrik,00:06.9492,16,2,2021-05-30 12:40:44,491 u/s
surf_kismet,00:03.2930,5,2,2022-11-13 18:26:06,-1 u/s
surf_kitsune2_GO,00:22.8867,14,1,2023-02-11 12:54:38,508 u/s
surf_kitsune2_GO,00:05.8242,14,2,2023-02-11 12:57:43,508 u/s
surf_kitsune2_GO,00:14.8477,16,3,2023-02-11 13:01:02,508 u/s
surf_kitsune2_GO,00:15.9727,7,4,2023-02-11 13:20:03,0 u/s
surf_kloakk,00:16.9336,8,2,2020-03-01 01:32:20,-1 u/s
surf_kloakk,00:17.0859,56,3,2020-03-01 01:25:04,-1 u/s
surf_koa,00:14.6016,63,1,2018-03-22 22:02:09,375 u/s
surf_korn,00:22.1367,28,1,2021-08-10 12:42:23,327 u/s
surf_krow10,00:14.2734,189,1,2017-11-19 05:57:58,594 u/s
surf_kultur,00:46.4414,1,2,2022-04-04 19:59:45,-1 u/s
surf_kvas,00:08.6133,15,1,2023-04-16 12:15:09,497 u/s
surf_kvas,00:15.5859,21,2,2023-04-16 12:22:44,491 u/s
surf_kz_mix_journeys,01:11.5664,7,1,2021-11-23 09:29:04,603 u/s
surf_kz_protraining,00:12.6328,18,4,2017-11-23 01:52:14,480 u/s
surf_lab,00:21.5156,1,1,2021-12-10 07:09:03,512 u/s
surf_lessons,00:09.1992,55,1,2017-12-10 17:57:42,446 u/s
surf_lessons,00:04.3828,22,2,2017-12-10 17:58:40,446 u/s
surf_lessons,00:08.6016,21,3,2017-12-10 17:57:20,-1 u/s
surf_lianfora,00:12.3047,24,1,2020-10-29 21:10:14,496 u/s
surf_liberation2,00:09.2109,12,1,2022-03-31 17:20:13,605 u/s
surf_liberation2,00:08.3906,2,2,2022-03-31 17:40:04,604 u/s
surf_life_of_cow,00:28.2188,12,1,2018-06-02 03:13:30,497 u/s
surf_life_of_cow,00:18.4336,18,2,2018-06-02 02:55:56,504 u/s
surf_lighrust_easy,00:03.4219,9,1,2021-10-10 23:25:07,497 u/s
surf_like_this,00:21.1758,3,2,2020-03-14 10:03:43,-1 u/s
surf_limbo_go,00:16.6289,14,1,2021-01-12 08:06:22,501 u/s
surf_listless,00:08.5898,8,1,2022-11-21 21:56:05,517 u/s
surf_listless,00:08.4609,18,2,2022-11-21 22:39:48,508 u/s
surf_listless,00:25.6875,7,4,2022-11-21 22:46:56,508 u/s
surf_lockdown,00:09.0234,20,1,2022-04-08 16:11:07,491 u/s
surf_lockdown,00:18.9844,1,2,2022-04-08 17:03:05,509 u/s
surf_loentra,00:17.8477,7,1,2018-01-25 02:33:10,602 u/s
surf_loentra,00:15.0234,3,2,2020-07-23 08:00:50,-1 u/s
surf_loentra_easy,00:15.1523,7,1,2020-12-23 10:34:05,608 u/s
surf_loentra_easy,00:13.7813,3,2,2020-12-23 10:00:05,-1 u/s
surf_lolrevlis,00:16.7695,11,1,2018-09-26 18:34:28,499 u/s
surf_lore_fix,00:02.3555,167,2,2017-11-10 08:01:17,483 u/s
surf_lost,00:21.6563,1,1,2021-12-29 14:16:04,504 u/s
surf_lost,00:08.2617,8,3,2021-12-29 13:34:50,514 u/s
surf_lost,00:18.9258,1,4,2021-12-29 13:15:16,514 u/s
surf_lost2,00:32.4023,13,1,2019-05-29 03:15:29,508 u/s
surf_lost2,00:19.0664,40,2,2019-05-29 03:22:47,508 u/s
surf_lost2,00:10.4648,31,3,2019-05-29 03:28:09,508 u/s
surf_lost2,00:30.8906,9,4,2019-05-29 03:47:46,508 u/s
surf_lovhon,00:02.5664,29,1,2021-02-21 16:50:52,445 u/s
surf_loweffort,00:23.0156,6,1,2020-09-14 09:00:25,457 u/s
surf_low_production,00:11.4492,75,1,2018-05-07 20:53:52,380 u/s
surf_low_production,00:14.4141,127,2,2018-05-07 20:55:12,380 u/s
surf_lo_tek,00:17.0625,2,1,2019-11-26 15:59:21,500 u/s
surf_lo_tek,00:13.7109,159,2,2019-03-02 22:43:20,-1 u/s
surf_lt_omnific_fix,00:13.2773,21,1,2017-12-09 16:11:17,495 u/s
surf_lt_omnific_fix,00:19.4648,3,2,2021-03-08 12:35:27,-1 u/s
surf_lt_omnific_fix,00:19.3828,18,3,2019-01-20 22:25:42,477 u/s
surf_lt_unicorn_official,00:48.1172,6,1,2019-02-18 18:11:13,605 u/s
surf_lt_unicorn_official,00:19.8281,3,2,2019-12-12 11:49:10,0 u/s
surf_lt_unicorn_official,00:35.3320,1,3,2020-07-25 09:17:12,-1 u/s
surf_lullaby_redone_njv,00:13.2773,3,1,2020-08-17 09:30:27,514 u/s
surf_lullaby_redone_njv,00:16.2422,2,2,2023-04-11 15:02:49,493 u/s
surf_luminaris,00:12.4453,3,5,2020-05-20 23:20:39,-1 u/s
surf_map_njv,00:17.7891,2,1,2019-10-17 21:52:41,497 u/s
surf_marbleblast_intermediate,00:06.7383,1,1,2022-11-01 20:13:16,338 u/s
surf_mayday,00:21.0469,4,1,2023-01-24 21:20:01,510 u/s
surf_mdrn,00:11.4492,27,1,2018-07-25 22:17:17,500 u/s
surf_mdrn,00:13.2891,34,2,2018-07-25 22:21:10,500 u/s
surf_mdrn,00:18.8320,24,3,2018-07-25 22:23:55,500 u/s
surf_mdrn,00:18.3867,37,4,2018-07-25 22:38:41,500 u/s
surf_me,00:16.5703,282,1,2017-11-09 09:03:25,503 u/s
surf_me,00:31.6641,182,2,2017-11-09 09:01:34,477 u/s
surf_me,00:13.5820,18,3,2022-08-27 00:28:13,514 u/s
surf_me,00:17.6719,57,4,2017-11-09 08:54:03,497 u/s
surf_meme,00:08.8945,14,1,2021-10-02 03:09:25,498 u/s
surf_meme,00:27.7266,1,2,2018-02-04 12:04:48,-1 u/s
surf_memories,00:13.1719,20,1,2018-12-09 00:35:27,495 u/s
surf_memories,00:08.7656,28,2,2018-12-09 00:40:32,495 u/s
surf_mephobia_final,00:14.3789,7,1,2018-07-02 15:21:54,351 u/s
surf_mesa_mine,00:06.7266,15,1,2018-09-21 16:27:31,468 u/s
surf_methadone,00:10.9336,5,1,2018-07-22 23:21:51,486 u/s
surf_minecraft_2016_final,00:07.6992,43,1,2020-11-17 10:43:09,416 u/s
surf_minecraft_2016_final,00:05.7539,44,3,2017-11-10 17:24:54,400 u/s
surf_minecraft_2020,00:15.0938,5,1,2019-12-09 20:29:38,413 u/s
surf_minecraft_2020,00:34.5469,2,2,2019-12-10 04:16:07,593 u/s
surf_minecraft_2020,00:18.9609,16,3,2019-12-08 20:04:07,613 u/s
surf_minigolf,00:09.2813,18,1,2021-03-04 07:11:59,714 u/s
surf_minimumwage,00:24.6680,2,1,2019-08-21 01:19:02,468 u/s
surf_molstration,00:15.0000,120,1,2018-01-19 17:22:55,77 u/s
surf_mom_fix,01:42.9961,1142,1,2018-08-05 18:17:44,415 u/s
surf_monotony,00:09.7734,7,2,2021-03-23 08:52:31,511 u/s
surf_moonkingdom,00:11.9883,8,1,2022-12-04 17:55:13,493 u/s
surf_moonkingdom,00:06.1758,15,2,2022-12-04 15:59:32,483 u/s
surf_moonkingdom,00:21.0352,6,4,2022-12-04 17:52:06,506 u/s
surf_mudkip_fix,00:12.2578,30,1,2020-11-29 11:44:52,348 u/s
surf_mudkip_fix,00:15.9375,6,2,2018-04-19 03:49:41,-1 u/s
surf_mudkip_fix,00:17.8242,2,3,2019-07-27 07:45:55,-1 u/s
surf_mudkip_fix,00:25.2070,9,4,2020-11-29 11:56:09,348 u/s
surf_mushroom,00:08.7305,1,1,2022-03-29 20:38:28,499 u/s
surf_mwag_reloaded,00:18.8438,11,1,2019-11-23 13:50:13,467 u/s
surf_mwag_reloaded,00:05.7539,5,2,2019-11-23 16:54:51,1546 u/s
surf_mwag_reloaded,00:14.2383,15,3,2019-11-23 17:06:28,1546 u/s
surf_mwag_reloaded,00:14.3320,9,4,2019-12-03 05:30:03,596 u/s
surf_mwag_reloaded,00:15.9844,7,5,2019-11-23 17:59:59,595 u/s
surf_nebula,00:19.5117,31,1,2018-06-06 02:43:39,496 u/s
surf_nebula,00:13.6289,19,2,2018-06-06 03:04:00,496 u/s
surf_nebula,00:10.0195,3,3,2021-06-12 04:39:49,-1 u/s
surf_nemesis,00:06.9258,39,1,2018-01-26 14:25:15,387 u/s
surf_neoteric,00:13.9688,61,2,2019-11-21 06:20:05,480 u/s
surf_neoteric,00:20.0625,22,3,2019-11-21 07:24:17,1349 u/s
surf_neoteric,00:13.7930,22,4,2019-11-21 06:13:27,480 u/s
surf_nesquik,00:10.6875,47,1,2019-10-12 01:47:41,495 u/s
surf_nesquik,00:14.0742,24,2,2019-10-12 01:52:02,495 u/s
surf_nesquik,00:25.6172,12,3,2019-10-12 01:59:08,495 u/s
surf_nesquik,00:20.2500,3,4,2020-07-29 01:22:34,-1 u/s
surf_nesquik,00:14.9648,19,6,2019-10-12 02:20:50,495 u/s
surf_nibiru,00:10.9102,19,2,2023-03-27 20:17:01,504 u/s
surf_noble_csgo,00:08.6016,80,1,2018-05-23 13:14:56,502 u/s
surf_not_so_disaster,00:24.0938,18,1,2018-02-22 21:12:51,501 u/s
surf_not_so_disaster,00:10.7461,19,2,2018-02-22 22:16:57,490 u/s
surf_not_so_disaster,00:18.6563,51,3,2018-02-22 19:15:52,-1 u/s
surf_not_so_disaster,00:18.9961,4,4,2018-02-23 22:01:37,-1 u/s
surf_not_so_disaster,00:18.4570,20,5,2018-02-22 21:27:57,497 u/s
surf_not_so_hentai,00:10.9922,20,1,2019-03-08 23:18:09,504 u/s
surf_not_so_hentai,00:25.5703,82,2,2021-01-09 13:23:00,500 u/s
surf_not_so_hentai,00:06.1875,19,3,2019-03-08 22:56:01,485 u/s
surf_not_so_quick,00:28.3125,6,1,2018-09-20 01:53:44,450 u/s
surf_not_so_quick,00:21.5391,20,2,2018-09-20 01:15:04,500 u/s
surf_not_so_quick,00:07.8047,10,4,2018-09-20 01:29:18,500 u/s
surf_not_so_quick,00:11.2031,46,5,2018-09-20 01:38:05,501 u/s
surf_not_so_quick,00:17.0508,30,6,2018-09-20 01:44:32,501 u/s
surf_not_so_zen_fix,00:08.9648,59,3,2018-02-18 11:36:48,404 u/s
surf_not_so_zen_fix,00:27.9727,6,4,2018-02-21 21:56:08,-1 u/s
surf_nova,00:05.6719,20,1,2021-08-15 13:06:56,504 u/s
surf_nova,00:33.0234,13,2,2021-05-12 09:04:48,495 u/s
surf_nova,00:16.2539,16,3,2021-05-12 08:43:23,495 u/s
surf_nuclear,00:07.4648,6,1,2022-07-12 21:13:49,505 u/s
surf_numbers2,00:07.9219,5,3,2019-09-18 03:18:09,-1 u/s
surf_numbers2,00:08.1914,7,4,2019-09-18 02:48:52,-1 u/s
surf_nyx,00:15.2813,26,1,2019-09-29 04:26:55,1853 u/s
surf_nyze,00:22.2070,5,1,2020-05-27 00:12:29,508 u/s
surf_nyze,00:25.8516,2,2,2020-05-26 23:49:09,-1 u/s
surf_ny_platinum,00:15.0352,24,1,2017-10-26 17:39:08,593 u/s
surf_n_bhop_beta1,00:11.2852,14,1,2020-07-28 07:31:52,452 u/s
surf_n_turf,00:12.5391,12,1,2021-04-26 11:11:52,510 u/s
surf_n_turf,00:07.8281,3,2,2021-04-26 11:04:19,485 u/s
surf_oasis,00:15.5508,8,1,2019-10-08 12:02:34,613 u/s
surf_oasis,00:10.5469,3,2,2019-06-22 23:03:15,510 u/s
surf_oddworld,00:07.5117,14,2,2022-04-21 21:49:07,504 u/s
surf_ofsfice,00:19.2070,12,1,2022-10-02 19:53:38,501 u/s
surf_oma,00:14.3672,168,1,2017-11-29 16:03:08,451 u/s
surf_opus,00:04.5000,15,3,2017-12-11 15:12:14,-1 u/s
surf_original,00:07.5352,5,1,2020-05-05 05:40:11,497 u/s
surf_orthodox_fix,00:07.0781,63,1,2019-07-12 20:43:54,499 u/s
surf_orthodox_fix,00:15.1289,87,2,2018-09-19 13:07:24,464 u/s
surf_orthodox_fix,00:18.7969,79,3,2018-09-19 12:45:11,464 u/s
surf_orthodox_fix,00:19.9688,35,4,2018-09-19 13:04:14,464 u/s
surf_our,00:22.6758,38,1,2018-05-23 17:45:34,502 u/s
surf_our,00:34.5117,20,2,2018-05-23 17:54:00,502 u/s
surf_our,00:23.5430,45,3,2018-05-23 17:57:52,502 u/s
surf_our,00:34.1133,21,4,2018-05-23 18:08:51,502 u/s
surf_outside,00:12.2109,2,1,2022-12-17 18:06:08,509 u/s
surf_outside,00:14.1797,2,2,2022-12-17 17:59:48,-1 u/s
surf_outside,00:16.2305,5,4,2022-12-14 21:44:42,260 u/s
surf_outside,00:15.2344,8,5,2022-12-14 21:54:31,260 u/s
surf_outside,00:18.6680,2,6,2022-12-14 20:51:05,97 u/s
surf_overgrowth,00:08.3438,14,1,2018-05-13 03:00:14,454 u/s
surf_overgrowth,00:09.1523,15,2,2017-12-01 04:23:07,-1 u/s
surf_palm_fix,00:04.5938,124,1,2018-08-22 19:46:51,491 u/s
surf_palm_fix,00:18.0586,3,2,2018-08-21 11:30:24,466 u/s
surf_pandemonium,00:16.1484,4,2,2018-10-21 00:25:17,0 u/s
surf_pantheon,00:24.1055,4,3,2020-11-28 04:50:43,-1 u/s
surf_papertown,00:24.9141,9,1,2018-06-27 02:18:20,400 u/s
surf_papertown,00:39.5977,5,3,2018-06-28 17:47:01,260 u/s
surf_papertown,00:10.9102,15,4,2018-06-27 03:10:42,400 u/s
surf_papertown,00:16.3945,34,5,2018-06-27 03:14:03,400 u/s
surf_parachutes,00:12.5039,7,1,2021-05-08 12:35:48,522 u/s
surf_paradigm,00:16.8281,8,1,2021-04-02 06:45:40,506 u/s
surf_paradigm,00:22.6055,9,2,2021-04-02 06:49:37,506 u/s
surf_parc_colore,00:06.7148,19,1,2018-01-14 19:50:23,498 u/s
surf_parc_colore,00:09.8203,3,2,2018-01-14 21:03:09,334 u/s
surf_parc_colore,00:07.2188,11,4,2018-01-14 20:00:49,467 u/s
surf_pepega,01:25.9453,2,1,2019-07-28 03:11:58,503 u/s
surf_pepega,00:13.3828,32,2,2019-07-28 08:02:53,0 u/s
surf_pepega,00:27.1406,1,3,2019-07-31 08:26:13,-1 u/s
surf_pepega,00:10.2656,60,4,2019-07-28 03:43:14,509 u/s
surf_pepega,00:26.7305,2,5,2019-07-28 15:07:18,-1 u/s
surf_pepega,00:12.0469,17,6,2019-07-30 18:23:17,2903 u/s
surf_pepega,00:17.8594,14,7,2019-07-30 18:19:27,2903 u/s
surf_pepega2,00:15.1992,23,1,2019-07-29 04:47:12,501 u/s
surf_pepega2,00:12.4219,1,3,2019-08-10 15:24:28,334 u/s
surf_pepega2,00:16.4883,10,4,2019-08-10 15:09:56,334 u/s
surf_pepega2,00:29.3555,1,5,2019-08-10 16:16:26,334 u/s
surf_pepega2,00:20.7422,8,6,2019-07-29 05:39:07,1535 u/s
surf_pepega2,00:31.4063,2,7,2019-07-29 16:17:19,0 u/s
surf_pepega2,00:34.5117,3,8,2019-07-29 04:11:40,0 u/s
surf_perihelion,00:20.0039,2,1,2023-05-25 19:32:36,335 u/s
surf_petrus2,00:10.6758,57,1,2018-08-25 03:30:37,491 u/s
surf_petrus2,00:07.5000,9,2,2018-10-27 13:29:13,-1 u/s
surf_piano,00:09.5039,236,1,2018-09-16 16:02:37,491 u/s
surf_pinkcubes_fix,00:09.1641,42,1,2019-03-10 22:50:59,469 u/s
surf_plaguelands_beta7a,00:09.0938,11,1,2019-04-04 05:58:03,369 u/s
surf_pls,00:16.8633,17,1,2019-09-13 17:58:37,502 u/s
surf_pls,00:19.2070,3,2,2020-10-06 05:05:43,-1 u/s
surf_pls,00:09.2227,3,3,2019-09-13 19:42:23,505 u/s
surf_pls,00:15.2695,3,5,2019-09-13 19:20:30,505 u/s
surf_pls,00:17.2148,2,6,2019-09-13 17:04:17,-1 u/s
surf_pls,00:20.3203,8,7,2019-09-13 17:12:56,-1 u/s
surf_pls,00:10.8633,6,8,2019-09-15 21:17:38,-1 u/s
surf_pls,00:10.7578,3,11,2020-10-06 04:53:08,-1 u/s
surf_polonia,00:25.6172,5,2,2021-06-26 05:41:17,502 u/s
surf_polygon,00:15.4922,4,4,2018-01-25 19:45:41,-1 u/s
surf_premium,00:07.4063,29,1,2021-12-30 12:41:14,492 u/s
surf_premium,00:09.2227,55,2,2021-12-30 12:43:10,492 u/s
surf_prevail,00:10.2305,3,1,2022-10-06 20:19:25,615 u/s
surf_princess,00:12.3633,46,1,2019-03-29 19:42:35,482 u/s
surf_prismatic_fix,00:10.1250,3,1,2022-10-14 23:18:42,506 u/s
surf_proliferation,00:11.0039,36,1,2019-03-04 00:07:36,501 u/s
surf_proliferation,00:18.3516,26,2,2018-07-27 17:00:53,494 u/s
surf_proximity_final,00:10.2422,41,1,2018-07-01 21:12:06,391 u/s
surf_psycho_njv,00:15.2227,5,1,2019-03-09 04:19:54,501 u/s
surf_psycho_njv,00:07.7578,130,2,2021-03-06 23:37:49,514 u/s
surf_pyzire,00:07.1367,8,1,2020-03-10 20:56:38,498 u/s
surf_quarantine,00:14.4258,5,1,2020-05-07 01:50:21,510 u/s
surf_quarantine,00:18.8906,9,2,2020-05-06 02:46:58,503 u/s
surf_queen_of_the_ween,00:21.5625,8,1,2019-10-26 10:34:32,519 u/s
surf_queen_of_the_ween,00:16.1602,4,2,2019-10-26 19:30:45,-1 u/s
surf_queen_of_the_ween,00:03.8555,9,3,2019-10-26 11:35:26,519 u/s
surf_quickie,00:15.2109,81,1,2020-08-20 06:41:42,498 u/s
surf_quirky,00:10.1836,3,1,2023-02-11 09:03:04,608 u/s
surf_quirky,00:09.9375,7,2,2023-02-11 09:14:12,612 u/s
surf_rainbow,00:25.7930,6,1,2022-03-29 18:10:15,498 u/s
surf_rapid_njv,00:08.9766,3,1,2019-12-27 03:45:37,480 u/s
surf_ravine_go,00:09.3047,29,1,2021-04-26 08:53:09,514 u/s
surf_ravine_go,00:09.5508,37,2,2021-04-26 08:49:43,496 u/s
surf_ravine_go,00:09.1992,90,3,2021-04-26 08:55:15,504 u/s
surf_ravine_go,00:03.6563,25,4,2021-04-26 09:03:47,504 u/s
surf_reblis_final,00:14.1211,25,1,2020-11-22 11:03:36,465 u/s
surf_refraxis,00:06.0234,8,1,2017-12-16 18:32:36,469 u/s
surf_refraxis,00:06.9141,51,2,2017-12-16 18:19:26,436 u/s
surf_remeanian,00:11.2734,11,1,2022-01-02 16:41:42,510 u/s
surf_remeanian,00:19.2305,4,2,2022-01-02 17:06:02,514 u/s
surf_remeanian,00:20.5430,4,4,2022-01-02 18:08:08,514 u/s
surf_remeanian,00:23.5195,4,5,2022-01-04 09:43:46,-1 u/s
surf_remeanian,00:15.7266,3,7,2022-01-02 17:40:29,514 u/s
surf_remeanian,00:10.9688,2,8,2022-01-02 17:22:05,514 u/s
surf_reprise,00:23.2148,13,1,2018-10-24 23:23:26,485 u/s
surf_reprise,00:21.0469,3,2,2020-10-25 01:11:41,495 u/s
surf_reytx,00:17.6836,281,1,2019-07-11 21:34:48,485 u/s
surf_reytx,00:03.2461,64,2,2019-07-11 21:23:32,502 u/s
surf_rez,00:07.5000,212,1,2017-11-27 15:11:21,451 u/s
surf_rez,00:16.0078,435,2,2017-11-27 15:12:22,454 u/s
surf_rez2,00:15.5977,40,1,2018-11-17 00:07:38,611 u/s
surf_rez2,00:11.9766,55,2,2018-11-12 14:10:47,150 u/s
surf_rez2,00:14.2148,45,3,2018-11-17 00:08:04,611 u/s
surf_rez2,00:10.1250,16,4,2018-11-12 14:06:33,150 u/s
surf_ripper,00:08.5078,12,1,2021-11-16 08:17:07,489 u/s
surf_road_to_hell,00:06.7734,20,1,2021-03-13 14:56:22,507 u/s
surf_road_to_hell,00:14.4609,8,2,2021-03-13 15:12:44,507 u/s
surf_road_to_hell,00:08.0391,80,3,2021-06-05 22:25:05,516 u/s
surf_road_to_hell,00:19.5352,5,4,2021-06-05 22:45:06,516 u/s
surf_road_to_hell,00:26.0508,6,5,2021-06-10 11:11:09,-1 u/s
surf_rubiks_cube,00:10.0430,21,1,2022-03-12 12:55:12,497 u/s
surf_rubiks_cube,00:26.6484,4,2,2022-03-12 14:13:22,504 u/s
surf_runewords,00:18.9844,17,1,2018-01-14 15:10:19,490 u/s
surf_runewords,00:29.6602,7,2,2018-01-14 14:58:28,-1 u/s
surf_runewords,00:20.0156,58,3,2018-01-14 15:11:58,490 u/s
surf_runewords,00:11.6133,32,4,2018-01-14 15:16:46,490 u/s
surf_runewords2,00:30.8789,16,2,2018-01-28 03:56:21,514 u/s
surf_runewords2,00:16.0313,6,3,2018-01-28 03:25:43,514 u/s
surf_runewords2,00:09.0703,45,6,2018-01-28 03:18:24,514 u/s
surf_runewords2_lod,00:28.1836,2,1,2020-08-03 09:08:11,517 u/s
surf_runewords2_lod,00:50.1680,2,2,2020-08-03 09:19:35,502 u/s
surf_runewords2_lod,00:11.7070,20,3,2020-08-03 22:49:38,-1 u/s
surf_runewords2_lod,00:16.1719,1,6,2020-08-03 09:37:55,502 u/s
surf_runner,00:50.2969,1,2,2021-02-04 08:59:10,482 u/s
surf_runner,00:21.5742,25,3,2021-02-04 09:03:18,482 u/s
surf_runner,00:46.3828,2,4,2021-02-06 13:12:46,0 u/s
surf_salient,00:13.6641,72,1,2017-11-17 13:19:42,482 u/s
surf_salient,00:09.6211,47,2,2017-11-17 13:24:31,486 u/s
surf_salvador,00:08.4023,51,1,2018-10-23 20:00:42,489 u/s
surf_sanctuary,00:26.8125,3,2,2022-02-12 12:00:46,496 u/s
surf_sandstorm2,00:05.8477,29,1,2018-10-29 03:45:57,472 u/s
surf_sandtrap,00:14.8359,7,2,2020-09-15 09:31:33,-1 u/s
surf_sandtrap2,00:12.8789,116,1,2018-07-13 18:45:56,480 u/s
surf_sandtrap2,00:13.3477,164,2,2018-07-13 18:50:53,490 u/s
surf_sandtrap2,00:31.5586,65,3,2018-07-13 19:02:29,490 u/s
surf_sandtrap2,00:07.7109,65,4,2018-07-13 19:06:34,490 u/s
surf_saturday_fix,00:11.1563,107,1,2018-03-01 17:28:10,499 u/s
surf_saturday_fix,00:19.4883,63,2,2018-03-01 17:35:51,506 u/s
surf_scarlet,00:11.8008,14,2,2022-01-20 08:48:33,397 u/s
surf_scarlet,00:05.4844,14,4,2022-01-20 08:56:52,397 u/s
surf_scientist,00:36.5625,20,1,2021-06-19 00:58:46,508 u/s
surf_scientist,00:15.3984,23,2,2021-06-19 00:35:40,468 u/s
surf_scientist,00:15.3867,12,3,2021-06-19 00:39:57,468 u/s
surf_scientist,00:05.6719,10,4,2021-06-19 00:54:45,468 u/s
surf_scientist,00:09.9961,6,5,2021-06-20 05:20:55,-1 u/s
surf_scientist,00:17.2148,7,6,2021-06-19 00:52:27,468 u/s
surf_scorch_go,00:07.2539,1,1,2019-11-09 20:42:11,454 u/s
surf_scorch_go,00:12.6445,23,2,2020-10-13 01:03:33,-1 u/s
surf_scorch_go,00:12.6094,10,3,2019-11-09 00:34:27,-1 u/s
surf_sc_essence_v2_njv,00:07.9805,21,1,2019-03-21 13:58:20,492 u/s
surf_seaside,00:16.9922,46,1,2023-02-11 16:18:54,503 u/s
surf_seaside,00:09.3398,26,2,2023-02-11 16:49:40,507 u/s
surf_seaside,00:13.5234,8,3,2023-02-11 16:38:31,507 u/s
surf_secluded,00:12.3516,17,2,2020-09-29 06:06:10,-1 u/s
surf_secluded,00:02.2031,13,4,2020-09-29 06:04:55,-1 u/s
surf_semesterbreak_fix,00:03.2344,7,1,2018-07-18 13:07:26,400 u/s
surf_semesterbreak_fix,00:19.8516,70,2,2017-12-08 17:01:57,-1 u/s
surf_seraph,00:08.2734,8,1,2018-10-27 13:50:22,502 u/s
surf_serenity,00:07.7344,46,1,2017-11-29 18:41:46,484 u/s
surf_serenity,00:09.4922,45,2,2017-11-29 18:44:31,474 u/s
surf_serenity,00:08.3672,21,3,2017-11-29 18:47:07,474 u/s
surf_serenity2,00:05.3438,20,1,2021-04-02 02:29:20,498 u/s
surf_serenity2,00:21.8789,5,2,2021-04-02 03:10:11,506 u/s
surf_serenity2,00:29.9063,2,3,2021-04-02 10:07:06,-1 u/s
surf_serenity2,00:18.9961,4,4,2021-04-02 03:34:46,507 u/s
surf_sewertunnel,00:33.2109,1,1,2023-05-24 19:35:45,513 u/s
surf_sewertunnel,00:15.8555,25,5,2023-05-23 19:20:32,511 u/s
surf_sexplizooimed,00:14.6602,1,1,2020-07-02 08:01:57,488 u/s
surf_shodan,00:27.8555,9,2,2020-01-22 04:50:11,-1 u/s
surf_shodan,00:26.7070,3,8,2019-02-27 10:41:46,-1 u/s
surf_shoria,00:08.2148,27,1,2018-05-06 18:01:44,494 u/s
surf_shrug2_fix,00:10.8047,12,1,2021-12-15 09:41:47,503 u/s
surf_shrug2_fix,00:06.1875,12,2,2021-12-15 09:45:57,255 u/s
surf_simpsons_go_rc2,00:20.2969,494,1,2018-01-19 22:14:52,175 u/s
surf_simpsons_go_rc2,00:08.0391,74,3,2022-08-20 18:09:00,461 u/s
surf_simpsons_go_rc2,00:18.1523,13,4,2022-08-20 18:07:04,461 u/s
surf_sinister_evil,00:12.8203,48,1,2018-01-27 17:04:27,478 u/s
surf_sippysip,00:14.0977,65,1,2019-01-22 00:27:29,483 u/s
